timestep,agent_id,community_id,centrality,d0,d1,d2,d3,d4,d5
0,144,0,0.625,0.395974,0.624655,0.298674,0.438958,0.412269,0.493012
0,145,0,0.875,0.54183,0.348816,0.608642,0.50945,0.216208,0.206211
0,146,0,0.75,0.498152,0.466855,0.484487,0.495803,0.533834,0.642147
0,147,0,0.75,0.333334,0.324204,0.336001,0.543338,0.686742,0.435299
0,148,0,0.75,0.124745,0.244401,0.375044,0.416341,0.438742,0.505787
0,149,0,0.75,0.453238,0.657401,0.398597,0.370652,0.571831,0.269654
0,150,0,0.625,0.558454,0.515383,0.477884,0.738241,0.406669,0.809045
0,151,0,0.75,0.466185,0.308448,0.510488,0.338563,0.387237,0.559555
0,152,0,0.75,0.583337,0.406675,0.648111,0.673626,0.715445,0.579412
0,153,0,0.625,0.704514,0.21788,0.452314,0.369949,0.517884,0.414283
0,154,0,0.625,0.475076,0.782326,0.474542,0.562069,0.46516,0.511357
0,155,0,0.625,0.500903,0.567249,0.674796,0.747109,0.546443,0.588432
0,156,0,0.75,0.32737,0.486818,0.641043,0.629895,0.531741,0.632959
0,157,0,0.625,0.573615,0.680046,0.543404,0.446645,0.550376,0.060411
0,158,0,0.75,0.557433,0.0,0.24148,0.567765,0.571629,0.325636
0,159,0,0.875,0.393185,0.705581,0.427395,0.836438,0.499712,0.561205
0,160,0,0.75,0.742531,0.519654,0.349648,0.483541,0.494658,0.295289
0,161,0,0.875,0.461625,0.388671,0.638654,0.505192,0.457581,0.484073
0,162,0,0.875,0.533468,0.592522,0.350043,0.343762,0.665702,0.438149
0,163,0,0.625,0.287474,0.566572,0.569505,0.270393,0.534422,0.610337
0,164,0,0.625,0.556158,0.594797,0.28936,0.549656,0.454607,0.427581
0,165,0,0.875,0.630583,0.721891,0.769156,0.697221,0.48354,0.552908
0,166,0,0.875,0.615023,0.518177,0.519615,0.623563,0.491108,0.390607
0,167,0,0.625,0.437829,0.595087,0.500449,0.551031,0.600512,0.443774
0,168,0,0.75,0.613437,0.556826,0.314778,0.716346,0.424888,0.251736
0,169,0,0.75,0.343243,0.346843,0.507826,0.458922,0.449475,0.592955
