timestep,agent_id,community_id,centrality,d0,d1,d2,d3,d4,d5
300,174,0,0.75,0.385651,0.371119,0.419351,0.581389,0.356656,0.565627
300,175,0,0.75,0.313737,0.46939,0.516447,0.86677,0.293403,0.720802
300,176,0,0.75,0.469002,0.655056,0.403276,0.506725,0.371995,0.588196
300,177,0,0.75,0.431529,0.669835,0.403345,0.490962,0.339206,0.568254
300,178,0,0.75,0.716769,0.488397,0.470467,0.332807,0.465606,0.261081
300,179,0,0.75,0.363068,0.534018,0.697852,0.921382,0.412012,0.715295
300,180,0,0.75,0.536563,0.477313,0.564889,0.509287,0.516559,0.43875
300,181,0,0.75,0.290284,0.268456,0.597987,0.458495,0.410587,0.501276
300,182,0,0.625,0.61924,0.527055,0.401592,0.683944,0.736878,0.574183
300,183,0,0.625,0.64605,0.686294,0.669515,0.592115,0.589752,0.577949
300,184,0,0.875,0.335399,0.605108,0.296628,0.38081,0.695535,0.626033
300,185,0,0.75,0.72311,0.459249,0.327163,0.463934,0.515305,0.511848
300,186,0,0.75,0.670052,0.445809,0.552805,0.351706,0.567548,0.500466
300,187,0,0.875,0.387528,0.464626,0.472374,0.459477,0.765701,0.485233
300,188,0,0.875,0.463416,0.185382,0.365869,0.460539,0.397122,0.707256
300,189,0,0.625,0.475259,0.693267,0.509256,0.505584,0.486681,0.500569
300,190,0,0.75,0.757819,0.152058,0.199768,0.418524,0.502179,0.603516
300,191,0,0.75,0.550446,0.411521,0.608361,0.505349,0.512617,0.734071
300,192,0,0.875,0.540897,0.415778,0.604673,0.516592,0.500201,0.720943
300,193,0,0.625,0.315038,0.219736,0.460361,0.357304,0.478283,0.268657
300,194,0,0.75,0.352226,0.370874,0.868614,0.770261,0.438238,0.445463
300,195,0,0.875,0.327619,0.21378,0.482468,0.350322,0.487272,0.259969
300,196,0,0.75,0.385704,0.522294,0.554931,0.562621,0.301927,0.628203
300,197,0,0.875,0.379968,0.594929,0.498404,0.293542,0.45257,0.554805
300,198,0,0.75,0.591945,0.478852,0.729767,0.651127,0.461502,0.612518
300,199,0,0.75,0.790069,0.794073,0.3158,0.36102,0.722738,0.341258
400,0,0,0.625,0.545708,0.344002,0.612568,0.641085,0.207345,0.304673
400,1,0,0.75,0.519176,0.452564,0.49748,0.372043,0.63191,0.616669
400,2,0,0.5,0.509905,0.669086,0.570126,0.371106,0.555313,0.356168
400,3,0,0.75,0.806076,0.41052,0.423078,0.375411,0.588873,0.677099
400,4,0,0.75,0.425904,0.507603,0.543537,0.538986,0.609392,0.523233
400,5,0,0.875,0.821247,0.439038,0.423164,0.377934,0.592397,0.669346
400,6,0,0.75,0.437058,0.498249,0.480029,0.560936,0.604202,0.525382
400,7,0,0.75,0.400174,0.534824,0.517503,0.532803,0.630714,0.533539
400,8,0,0.75,0.601837,0.510137,0.543368,0.594693,0.281427,0.452049
400,9,0,0.625,0.429444,0.404168,0.458729,0.724241,0.370125,0.645242
400,10,0,0.625,0.24757,0.449767,0.524413,0.587933,0.606684,0.619002
400,11,0,0.75,0.447691,0.430647,0.628696,0.471304,0.308647,0.330007
400,12,0,0.75,0.362082,0.574574,0.521364,0.603573,0.435912,0.523781
400,13,0,0.875,0.593839,0.453598,0.568516,0.400711,0.445542,0.442739
400,14,0,0.625,0.404527,0.567347,0.411779,0.488471,0.629833,0.457266
400,15,0,0.625,0.470338,0.57624,0.388149,0.477568,0.341847,0.434124
400,16,0,0.625,0.301595,0.350413,0.559966,0.364178,0.443276,0.694884
400,17,0,0.875,0.44656,0.610627,0.359957,0.469184,0.357497,0.449145
400,18,0,0.75,0.626046,0.240902,0.565164,0.53566,0.410878,0.283091
400,19,0,0.875,0.447848,0.286566,0.67093,0.437338,0.671543,0.567371
400,20,0,0.75,0.346475,0.526891,0.533,0.703878,0.625267,0.553531
400,21,0,0.75,0.719495,0.321686,0.404037,0.361014,0.441529,0.293497
400,22,0,0.625,0.595273,0.466667,0.279379,0.347663,0.547027,0.625719
400,23,0,0.875,0.79951,0.937079,0.562161,0.351569,0.180193,0.540157
400,24,0,0.75,0.378059,0.437696,0.408185,0.478881,0.659897,0.523557
400,25,0,0.75,0.476205,0.344652,0.248798,0.427054,0.491933,0.765189
400,26,0,0.75,0.519541,0.647411,0.425106,0.322258,0.355232,0.391216
400,27,0,0.75,0.81927,0.376792,0.625773,0.364561,0.639736,0.557743
400,28,0,0.75,0.476504,0.493886,0.401782,0.566911,0.431752,0.316159
400,29,0,0.75,0.308309,0.525888,0.736864,0.523999,0.482204,0.542874
400,30,0,0.625,0.54569,0.48055,0.513885,0.683473,0.528639,0.629199
400,31,0,0.75,0.527485,0.31633,0.294776,0.747639,0.75855,0.473072
400,32,0,0.75,0.442522,0.719217,0.333943,0.365791,0.596499,0.440809
400,33,0,0.75,0.499232,0.475484,0.550636,0.711122,0.513588,0.596591
400,34,0,0.75,0.192474,0.492692,0.373515,0.317178,0.368277,0.449881
400,35,0,0.625,0.637385,0.301041,0.504595,0.427375,0.450849,0.650414
400,36,0,0.75,0.580717,0.70061,0.476824,0.395609,0.466421,0.536375
400,37,0,0.75,0.526486,0.337342,0.513573,0.534234,0.877621,0.781527
400,38,0,0.5,0.372013,0.456892,0.280484,0.411394,0.547341,0.680878
400,39,0,0.875,0.390637,0.401878,0.177907,0.4756,0.340638,0.420584
400,40,0,0.625,0.368471,0.485861,0.236341,0.279943,0.819387,0.306887
400,41,0,0.75,0.335482,0.775537,0.93576,0.324265,0.444763,0.551233
400,42,0,0.625,0.759305,0.351971,0.463208,0.616601,0.565215,0.443577
400,43,0,0.75,0.479927,0.293766,0.464274,0.460042,0.534825,0.416701
400,44,0,0.75,0.636867,0.589088,0.333472,0.429333,0.544205,0.518141
400,45,0,0.625,0.391766,0.547474,0.485407,0.813975,0.736003,0.557877
400,46,0,0.75,0.385541,0.333138,0.678671,0.539412,0.572022,0.238312
400,47,0,0.875,0.639116,0.568163,0.333435,0.429271,0.539558,0.50787
400,48,0,0.875,0.456174,0.484477,0.462203,0.522884,0.720724,0.115001
400,49,0,0.75,0.464472,0.526477,0.544399,0.444213,0.236492,0.549199
400,50,0,0.75,0.759103,0.269921,0.629574,0.450721,0.490801,0.342065
400,51,0,0.75,0.449832,0.695007,0.587398,0.759847,0.676612,0.565863
400,52,0,0.75,0.730393,0.600033,0.407483,0.349445,0.51888,0.320606
400,53,0,0.625,0.648438,0.323254,0.617353,0.471402,0.675687,0.61263
400,54,0,0.875,0.773097,0.609616,0.264194,0.489957,0.324199,0.422258
400,55,0,0.75,0.726684,0.59563,0.39516,0.347942,0.504917,0.317516
400,56,0,0.75,0.399329,0.546801,0.673297,0.591314,0.156307,0.545655
400,57,0,0.875,0.510805,0.562084,0.742431,0.190514,0.411334,0.588636
400,58,0,0.875,0.262761,0.721392,0.555253,0.626988,0.414358,0.622065
400,59,0,0.875,0.660271,0.534932,0.53516,0.540551,0.370498,0.477871
400,60,0,0.875,0.477122,0.557509,0.649974,0.34122,0.481249,0.722218
400,61,0,0.75,0.388462,0.376662,0.530346,0.626658,0.501714,0.699344
400,62,0,0.875,0.628519,0.626273,0.583117,0.849148,0.469226,0.199472
400,63,0,0.75,0.740638,0.431345,0.516182,0.696433,0.259661,0.312253
400,64,0,0.75,0.259808,0.38088,0.565945,0.578628,0.541441,0.288085
400,65,0,0.625,0.153484,0.508153,0.429234,0.568908,0.605293,0.520736
400,66,0,0.75,0.61402,0.534382,0.57951,0.394299,0.473058,0.529516
400,67,0,0.5,0.623079,0.440939,0.578175,0.460124,0.482369,0.624428
400,68,0,0.75,0.201041,0.305529,0.277672,0.149958,0.39826,0.612415
400,69,0,0.625,0.457267,0.529669,0.663383,0.699153,0.489629,0.703038
400,70,0,0.875,0.513819,0.37439,0.41084,0.27792,0.36678,0.446297
400,71,0,0.75,0.620538,0.758115,0.292673,0.558924,0.343918,0.571205
400,72,0,0.75,0.480337,0.225364,0.639245,0.40925,0.419915,0.339537
400,73,0,0.75,0.401858,0.564184,0.471613,0.549299,0.554288,0.698099
400,74,0,0.75,0.448582,0.278471,0.660083,0.450277,0.667189,0.557507
400,75,0,0.75,0.480329,0.552316,0.792652,0.811547,0.510407,0.524029
400,76,0,0.625,0.661436,0.373151,0.549961,0.496121,0.547086,0.374995
400,77,0,0.75,0.261565,0.189052,0.332392,0.431199,0.456021,0.790585
400,78,0,0.625,0.627087,0.587054,0.478815,0.410712,0.572304,0.546509
400,79,0,0.75,0.592876,0.449111,0.659578,0.328709,0.500951,0.889651
400,80,0,0.75,0.533462,0.714982,0.513728,0.587117,0.491483,0.474439
400,81,0,0.75,0.383078,0.564545,0.372269,0.599838,0.662793,0.55498
400,82,0,0.875,0.457063,0.568095,0.453699,0.640332,0.225289,0.449659
400,83,0,0.875,0.201378,0.275741,0.704579,0.634278,0.392078,0.274624
400,84,0,0.625,0.055321,0.418476,0.863062,0.565233,0.416064,0.569762
400,85,0,0.875,0.265856,0.455401,0.514922,0.487085,0.618621,0.551697
400,86,0,0.75,0.600249,0.396744,0.634672,0.744341,0.354478,0.366846
400,87,0,0.75,0.700368,0.471298,0.710573,0.43362,0.718257,0.519723
400,88,0,0.75,0.538734,0.734708,0.445734,0.358832,0.432715,0.56785
400,89,0,0.625,0.265136,0.595621,0.419184,0.672172,0.140861,0.382015
400,90,0,0.75,0.313697,0.373722,0.492,0.558742,0.492808,0.411667
400,91,0,0.75,0.530508,0.34872,0.606027,0.5994,0.557756,0.58348
400,92,0,0.75,0.544463,0.805261,0.486936,0.453938,0.386971,0.345161
400,93,0,0.75,0.313329,0.36668,0.489398,0.550144,0.507671,0.38517
400,94,0,0.875,0.635028,0.610912,0.476053,0.402063,0.582264,0.528196
400,95,0,0.75,0.282781,0.489803,0.539305,0.365046,0.528477,0.281777
400,96,0,0.625,0.700428,0.687192,0.462122,0.554518,0.138512,0.326548
400,97,0,1.0,0.455933,0.33918,0.607159,0.799594,0.323508,0.37438
400,98,0,0.75,0.535317,0.741667,0.316644,0.537355,0.773195,0.252236
400,99,0,0.875,0.30784,0.436459,0.421912,0.62189,0.536249,0.233756
400,100,0,0.75,0.577312,0.413369,0.691167,0.405862,0.404508,0.58117
400,101,0,0.75,0.614439,0.567215,0.24716,0.580705,0.344854,0.535291
400,102,0,0.625,0.28644,0.566948,0.37901,0.307605,0.607073,0.536247
400,103,0,0.875,0.407903,0.717677,0.433902,0.504816,0.540337,0.40705
400,104,0,0.625,0.57067,0.419982,0.438254,0.704396,0.343912,0.138083
400,105,0,0.75,0.741641,0.882399,0.43921,0.209474,0.453427,0.457067
400,106,0,0.75,0.471511,0.332992,0.586934,0.578676,0.275839,0.60488
400,107,0,1.0,0.807903,0.525794,0.449401,0.4787,0.592289,0.240399
400,108,0,0.875,0.524659,0.44143,0.777174,0.473874,0.750183,0.334439
400,109,0,0.875,0.588089,0.54791,0.369643,0.526609,0.681878,0.451431
400,110,0,0.875,0.246206,0.497366,0.364637,0.448649,0.487762,0.244152
400,111,0,0.75,0.257651,0.57231,0.421592,0.115288,0.617727,0.540855
400,112,0,0.625,0.392919,0.302475,0.625371,0.552403,0.85739,0.563028
400,113,0,0.75,0.558155,0.474961,0.622516,0.593763,0.687759,0.421802
400,114,0,0.75,0.434689,0.428135,0.61862,0.724756,0.431174,0.436284
400,115,0,0.875,0.547112,0.463136,0.642808,0.162233,0.375994,0.382638
400,116,0,0.75,0.151947,0.355454,0.362727,0.469834,0.666945,0.463241
400,117,0,0.875,0.345378,0.491457,0.657376,0.353606,0.363414,0.583782
400,118,0,0.75,0.46677,0.597123,0.497953,0.60525,0.344738,0.498187
400,119,0,0.5,0.468396,0.317616,0.265478,0.602862,0.447357,0.346658
400,120,0,0.875,0.485573,0.669203,0.157889,0.275504,0.361567,0.719177
400,121,0,0.875,0.542388,0.615098,0.328976,0.33207,0.567172,0.508741
400,122,0,0.625,0.582311,0.471849,0.541722,0.523718,0.616665,0.621051
400,123,0,0.75,0.257019,0.16291,0.650262,0.678159,0.346907,0.221025
400,124,0,0.75,0.514855,0.639626,0.769639,0.577445,0.444242,0.36603
400,125,0,0.75,0.501718,0.45511,0.34774,0.807313,0.767775,0.670407
400,126,0,0.625,0.361872,0.628253,0.595944,0.566382,0.68745,0.595306
400,127,0,0.75,0.611002,0.595536,0.551119,0.232458,0.512543,0.416571
400,128,0,0.625,0.308024,0.752272,0.759349,0.703883,0.538282,0.702594
400,129,0,0.75,0.501808,0.53042,0.335979,0.559549,0.509058,0.304602
400,130,0,0.75,0.49232,0.488041,0.769634,0.634132,0.501717,0.537318
400,131,0,0.75,0.506632,0.469563,0.337636,0.477342,0.388085,0.312453
400,132,0,0.75,0.576683,0.55869,0.231994,0.481597,0.649355,0.658884
400,133,0,0.75,0.653876,0.505837,0.373243,0.337445,0.551691,0.556892
400,134,0,0.75,0.6931,0.664997,0.480166,0.313369,0.452134,0.532585
400,135,0,0.75,0.444298,0.546501,0.541383,0.316222,0.414211,0.701395
400,136,0,1.0,0.439701,0.536616,0.540981,0.329086,0.427814,0.715667
400,137,0,0.875,0.325688,0.182502,0.220723,0.504366,0.504638,0.482358
400,138,0,0.75,0.682128,0.099075,0.55939,0.734216,0.330833,0.443029
400,139,0,0.75,0.387066,0.365848,0.451061,0.714123,0.775608,0.449609
400,140,0,0.875,0.785759,0.505336,0.763054,0.486005,0.519659,0.554821
400,141,0,0.875,0.976828,0.627693,0.39391,0.64535,0.445725,0.426537
400,142,0,0.75,0.63629,0.504663,0.541786,0.502098,0.550487,0.563745
400,143,0,0.75,0.330529,0.621037,0.320078,0.384019,0.449659,0.492262
400,144,0,0.625,0.395974,0.624655,0.298674,0.438958,0.412269,0.493012
400,145,0,0.875,0.54183,0.348816,0.608642,0.50945,0.216208,0.206211
400,146,0,0.75,0.498152,0.466855,0.484487,0.495803,0.533834,0.642147
400,147,0,0.75,0.333334,0.324204,0.336001,0.543338,0.686742,0.435299
400,148,0,0.75,0.124745,0.244401,0.375044,0.416341,0.438742,0.505787
400,149,0,0.75,0.453238,0.657401,0.398597,0.370652,0.571831,0.269654
400,150,0,0.625,0.558454,0.515383,0.477884,0.738241,0.406669,0.809045
400,151,0,0.75,0.466185,0.308448,0.510488,0.338563,0.387237,0.559555
400,152,0,0.75,0.583337,0.406675,0.648111,0.673626,0.715445,0.579412
400,153,0,0.625,0.704514,0.21788,0.452314,0.369949,0.517884,0.414283
400,154,0,0.625,0.475076,0.782326,0.474542,0.562069,0.46516,0.511357
400,155,0,0.625,0.35873,0.469537,0.652317,0.646374,0.518514,0.64948
400,156,0,0.75,0.32737,0.486818,0.641043,0.629895,0.531741,0.632959
400,157,0,0.625,0.573615,0.680046,0.543404,0.446645,0.550376,0.060411
400,158,0,0.75,0.557433,0.0,0.24148,0.567765,0.571629,0.325636
400,159,0,0.875,0.393185,0.705581,0.427395,0.836438,0.499712,0.561205
400,160,0,0.75,0.742531,0.519654,0.349648,0.483541,0.494658,0.295289
400,161,0,0.875,0.461625,0.388671,0.638654,0.505192,0.457581,0.484073
400,162,0,0.875,0.533468,0.592522,0.350043,0.343762,0.665702,0.438149
400,163,0,0.625,0.287474,0.566572,0.569505,0.270393,0.534422,0.610337
400,164,0,0.625,0.556158,0.594797,0.28936,0.549656,0.454607,0.427581
400,165,0,0.875,0.630583,0.721891,0.769156,0.697221,0.48354,0.552908
400,166,0,0.875,0.615023,0.518177,0.519615,0.623563,0.491108,0.390607
400,167,0,0.625,0.437829,0.595087,0.500449,0.551031,0.600512,0.443774
400,168,0,0.75,0.613437,0.556826,0.314778,0.716346,0.424888,0.251736
400,169,0,0.75,0.343243,0.346843,0.507826,0.458922,0.449475,0.592955
400,170,0,0.75,0.550981,0.547407,0.561474,0.59242,0.183807,0.445334
400,171,0,0.5,0.172968,0.505409,0.499305,0.65683,0.678145,0.530416
400,172,0,0.75,0.59191,0.602643,0.374486,0.60512,0.611623,0.469258
400,173,0,0.75,0.620852,0.60161,0.356781,0.646084,0.604785,0.515289
400,174,0,0.75,0.385651,0.371119,0.419351,0.581389,0.356656,0.565627
400,175,0,0.75,0.313737,0.46939,0.516447,0.86677,0.293403,0.720802
400,176,0,0.75,0.469002,0.655056,0.403276,0.506725,0.371995,0.588196
400,177,0,0.75,0.431529,0.669835,0.403345,0.490962,0.339206,0.568254
400,178,0,0.75,0.716769,0.488397,0.470467,0.332807,0.465606,0.261081
400,179,0,0.75,0.363068,0.534018,0.697852,0.921382,0.412012,0.715295
400,180,0,0.75,0.536563,0.477313,0.564889,0.509287,0.516559,0.43875
400,181,0,0.75,0.290284,0.268456,0.597987,0.458495,0.410587,0.501276
400,182,0,0.625,0.61924,0.527055,0.401592,0.683944,0.736878,0.574183
400,183,0,0.625,0.64605,0.686294,0.669515,0.592115,0.589752,0.577949
400,184,0,0.875,0.363205,0.474154,0.455917,0.453598,0.74126,0.49559
400,185,0,0.75,0.72311,0.459249,0.327163,0.463934,0.515305,0.511848
400,186,0,0.75,0.670052,0.445809,0.552805,0.351706,0.567548,0.500466
400,187,0,0.875,0.387528,0.464626,0.472374,0.459477,0.765701,0.485233
400,188,0,0.875,0.463416,0.185382,0.365869,0.460539,0.397122,0.707256
400,189,0,0.625,0.475259,0.693267,0.509256,0.505584,0.486681,0.500569
400,190,0,0.75,0.757819,0.152058,0.199768,0.418524,0.502179,0.603516
400,191,0,0.75,0.550446,0.411521,0.608361,0.505349,0.512617,0.734071
400,192,0,0.875,0.540897,0.415778,0.604673,0.516592,0.500201,0.720943
400,193,0,0.625,0.315038,0.219736,0.460361,0.357304,0.478283,0.268657
400,194,0,0.75,0.352226,0.370874,0.868614,0.770261,0.438238,0.445463
400,195,0,0.875,0.327619,0.21378,0.482468,0.350322,0.487272,0.259969
400,196,0,0.75,0.385704,0.522294,0.554931,0.562621,0.301927,0.628203
400,197,0,0.875,0.379968,0.594929,0.498404,0.293542,0.45257,0.554805
400,198,0,0.75,0.591945,0.478852,0.729767,0.651127,0.461502,0.612518
400,199,0,0.75,0.790069,0.794073,0.3158,0.36102,0.722738,0.341258
500,0,0,0.625,0.545708,0.344002,0.612568,0.641085,0.207345,0.304673
500,1,0,0.75,0.519176,0.452564,0.49748,0.372043,0.63191,0.616669
500,2,0,0.5,0.509905,0.669086,0.570126,0.371106,0.555313,0.356168
500,3,0,0.75,0.824672,0.464615,0.405383,0.380859,0.584355,0.676089
500,4,0,0.75,0.425904,0.507603,0.543537,0.538986,0.609392,0.523233
500,5,0,0.875,0.821247,0.439038,0.423164,0.377934,0.592397,0.669346
500,6,0,0.75,0.421291,0.52415,0.513636,0.532806,0.622892,0.515291
500,7,0,0.75,0.400174,0.534824,0.517503,0.532803,0.630714,0.533539
500,8,0,0.75,0.601837,0.510137,0.543368,0.594693,0.281427,0.452049
500,9,0,0.625,0.429444,0.404168,0.458729,0.724241,0.370125,0.645242
500,10,0,0.625,0.24757,0.449767,0.524413,0.587933,0.606684,0.619002
500,11,0,0.75,0.447691,0.430647,0.628696,0.471304,0.308647,0.330007
500,12,0,0.75,0.362082,0.574574,0.521364,0.603573,0.435912,0.523781
500,13,0,0.875,0.593839,0.453598,0.568516,0.400711,0.445542,0.442739
500,14,0,0.625,0.404527,0.567347,0.411779,0.488471,0.629833,0.457266
500,15,0,0.625,0.470338,0.57624,0.388149,0.477568,0.341847,0.434124
500,16,0,0.625,0.301595,0.350413,0.559966,0.364178,0.443276,0.694884
500,17,0,0.875,0.44656,0.610627,0.359957,0.469184,0.357497,0.449145
500,18,0,0.75,0.626046,0.240902,0.565164,0.53566,0.410878,0.283091
500,19,0,0.875,0.447848,0.286566,0.67093,0.437338,0.671543,0.567371
500,20,0,0.75,0.346475,0.526891,0.533,0.703878,0.625267,0.553531
500,21,0,0.75,0.719495,0.321686,0.404037,0.361014,0.441529,0.293497
500,22,0,0.625,0.595273,0.466667,0.279379,0.347663,0.547027,0.625719
500,23,0,0.875,0.79951,0.937079,0.562161,0.351569,0.180193,0.540157
500,24,0,0.75,0.378059,0.437696,0.408185,0.478881,0.659897,0.523557
500,25,0,0.75,0.476205,0.344652,0.248798,0.427054,0.491933,0.765189
500,26,0,0.75,0.519541,0.647411,0.425106,0.322258,0.355232,0.391216
500,27,0,0.75,0.81927,0.376792,0.625773,0.364561,0.639736,0.557743
500,28,0,0.75,0.476504,0.493886,0.401782,0.566911,0.431752,0.316159
500,29,0,0.75,0.343953,0.498147,0.68309,0.364229,0.377713,0.589996
500,30,0,0.625,0.54569,0.48055,0.513885,0.683473,0.528639,0.629199
500,31,0,0.75,0.527485,0.31633,0.294776,0.747639,0.75855,0.473072
500,32,0,0.75,0.442522,0.719217,0.333943,0.365791,0.596499,0.440809
500,33,0,0.75,0.499232,0.475484,0.550636,0.711122,0.513588,0.596591
500,34,0,0.75,0.192474,0.492692,0.373515,0.317178,0.368277,0.449881
500,35,0,0.625,0.637385,0.301041,0.504595,0.427375,0.450849,0.650414
500,36,0,0.75,0.580717,0.70061,0.476824,0.395609,0.466421,0.536375
500,37,0,0.75,0.526486,0.337342,0.513573,0.534234,0.877621,0.781527
500,38,0,0.5,0.372013,0.456892,0.280484,0.411394,0.547341,0.680878
500,39,0,0.875,0.390637,0.401878,0.177907,0.4756,0.340638,0.420584
500,40,0,0.625,0.368471,0.485861,0.236341,0.279943,0.819387,0.306887
500,41,0,0.75,0.335482,0.775537,0.93576,0.324265,0.444763,0.551233
500,42,0,0.625,0.759305,0.351971,0.463208,0.616601,0.565215,0.443577
500,43,0,0.75,0.479927,0.293766,0.464274,0.460042,0.534825,0.416701
500,44,0,0.75,0.636867,0.589088,0.333472,0.429333,0.544205,0.518141
500,45,0,0.625,0.391766,0.547474,0.485407,0.813975,0.736003,0.557877
500,46,0,0.75,0.385541,0.333138,0.678671,0.539412,0.572022,0.238312
500,47,0,0.875,0.639116,0.568163,0.333435,0.429271,0.539558,0.50787
500,48,0,0.875,0.456174,0.484477,0.462203,0.522884,0.720724,0.115001
500,49,0,0.75,0.464472,0.526477,0.544399,0.444213,0.236492,0.549199
500,50,0,0.75,0.759103,0.269921,0.629574,0.450721,0.490801,0.342065
500,51,0,0.75,0.449832,0.695007,0.587398,0.759847,0.676612,0.565863
500,52,0,0.75,0.730393,0.600033,0.407483,0.349445,0.51888,0.320606
500,53,0,0.625,0.648438,0.323254,0.617353,0.471402,0.675687,0.61263
500,54,0,0.875,0.773097,0.609616,0.264194,0.489957,0.324199,0.422258
500,55,0,0.75,0.726684,0.59563,0.39516,0.347942,0.504917,0.317516
500,56,0,0.75,0.399329,0.546801,0.673297,0.591314,0.156307,0.545655
500,57,0,0.875,0.510805,0.562084,0.742431,0.190514,0.411334,0.588636
500,58,0,0.875,0.262761,0.721392,0.555253,0.626988,0.414358,0.622065
500,59,0,0.875,0.660271,0.534932,0.53516,0.540551,0.370498,0.477871
500,60,0,0.875,0.477122,0.557509,0.649974,0.34122,0.481249,0.722218
500,61,0,0.75,0.388462,0.376662,0.530346,0.626658,0.501714,0.699344
500,62,0,0.875,0.628519,0.626273,0.583117,0.849148,0.469226,0.199472
500,63,0,0.75,0.740638,0.431345,0.516182,0.696433,0.259661,0.312253
500,64,0,0.75,0.259808,0.38088,0.565945,0.578628,0.541441,0.288085
500,65,0,0.625,0.153484,0.508153,0.429234,0.568908,0.605293,0.520736
500,66,0,0.75,0.61402,0.534382,0.57951,0.394299,0.473058,0.529516
500,67,0,0.5,0.623079,0.440939,0.578175,0.460124,0.482369,0.624428
500,68,0,0.75,0.201041,0.305529,0.277672,0.149958,0.39826,0.612415
500,69,0,0.625,0.457267,0.529669,0.663383,0.699153,0.489629,0.703038
500,70,0,0.875,0.513819,0.37439,0.41084,0.27792,0.36678,0.446297
500,71,0,0.75,0.620538,0.758115,0.292673,0.558924,0.343918,0.571205
500,72,0,0.75,0.480337,0.225364,0.639245,0.40925,0.419915,0.339537
500,73,0,0.75,0.401858,0.564184,0.471613,0.549299,0.554288,0.698099
500,74,0,0.75,0.448582,0.278471,0.660083,0.450277,0.667189,0.557507
500,75,0,0.75,0.480329,0.552316,0.792652,0.811547,0.510407,0.524029
500,76,0,0.625,0.661436,0.373151,0.549961,0.496121,0.547086,0.374995
500,77,0,0.75,0.261565,0.189052,0.332392,0.431199,0.456021,0.790585
500,78,0,0.625,0.627087,0.587054,0.478815,0.410712,0.572304,0.546509
500,79,0,0.75,0.592876,0.449111,0.659578,0.328709,0.500951,0.889651
500,80,0,0.75,0.533462,0.714982,0.513728,0.587117,0.491483,0.474439
500,81,0,0.75,0.383078,0.564545,0.372269,0.599838,0.662793,0.55498
500,82,0,0.875,0.457063,0.568095,0.453699,0.640332,0.225289,0.449659
500,83,0,0.875,0.201378,0.275741,0.704579,0.634278,0.392078,0.274624
500,84,0,0.625,0.055321,0.418476,0.863062,0.565233,0.416064,0.569762
500,85,0,0.875,0.265856,0.455401,0.514922,0.487085,0.618621,0.551697
500,86,0,0.75,0.600249,0.396744,0.634672,0.744341,0.354478,0.366846
500,87,0,0.75,0.700368,0.471298,0.710573,0.43362,0.718257,0.519723
500,88,0,0.75,0.538734,0.734708,0.445734,0.358832,0.432715,0.56785
500,89,0,0.625,0.265136,0.595621,0.419184,0.672172,0.140861,0.382015
500,90,0,0.75,0.313697,0.373722,0.492,0.558742,0.492808,0.411667
500,91,0,0.75,0.530508,0.34872,0.606027,0.5994,0.557756,0.58348
500,92,0,0.75,0.544463,0.805261,0.486936,0.453938,0.386971,0.345161
500,93,0,0.75,0.313329,0.36668,0.489398,0.550144,0.507671,0.38517
500,94,0,0.875,0.635028,0.610912,0.476053,0.402063,0.582264,0.528196
500,95,0,0.75,0.282781,0.489803,0.539305,0.365046,0.528477,0.281777
500,96,0,0.625,0.700428,0.687192,0.462122,0.554518,0.138512,0.326548
500,97,0,1.0,0.455933,0.33918,0.607159,0.799594,0.323508,0.37438
500,98,0,0.75,0.535317,0.741667,0.316644,0.537355,0.773195,0.252236
500,99,0,0.875,0.30784,0.436459,0.421912,0.62189,0.536249,0.233756
500,100,0,0.75,0.577312,0.413369,0.691167,0.405862,0.404508,0.58117
500,101,0,0.75,0.614439,0.567215,0.24716,0.580705,0.344854,0.535291
500,102,0,0.625,0.28644,0.566948,0.37901,0.307605,0.607073,0.536247
500,103,0,0.875,0.407903,0.717677,0.433902,0.504816,0.540337,0.40705
500,104,0,0.625,0.57067,0.419982,0.438254,0.704396,0.343912,0.138083
500,105,0,0.75,0.741641,0.882399,0.43921,0.209474,0.453427,0.457067
500,106,0,0.75,0.471511,0.332992,0.586934,0.578676,0.275839,0.60488
500,107,0,1.0,0.807903,0.525794,0.449401,0.4787,0.592289,0.240399
500,108,0,0.875,0.524659,0.44143,0.777174,0.473874,0.750183,0.334439
500,109,0,0.875,0.588089,0.54791,0.369643,0.526609,0.681878,0.451431
500,110,0,0.875,0.246206,0.497366,0.364637,0.448649,0.487762,0.244152
500,111,0,0.75,0.257651,0.57231,0.421592,0.115288,0.617727,0.540855
500,112,0,0.625,0.392919,0.302475,0.625371,0.552403,0.85739,0.563028
500,113,0,0.75,0.558155,0.474961,0.622516,0.593763,0.687759,0.421802
500,114,0,0.75,0.434689,0.428135,0.61862,0.724756,0.431174,0.436284
500,115,0,0.875,0.547112,0.463136,0.642808,0.162233,0.375994,0.382638
500,116,0,0.75,0.151947,0.355454,0.362727,0.469834,0.666945,0.463241
500,117,0,0.875,0.345378,0.491457,0.657376,0.353606,0.363414,0.583782
500,118,0,0.75,0.46677,0.597123,0.497953,0.60525,0.344738,0.498187
500,119,0,0.5,0.468396,0.317616,0.265478,0.602862,0.447357,0.346658
500,120,0,0.875,0.485573,0.669203,0.157889,0.275504,0.361567,0.719177
500,121,0,0.875,0.542388,0.615098,0.328976,0.33207,0.567172,0.508741
500,122,0,0.625,0.582311,0.471849,0.541722,0.523718,0.616665,0.621051
